Index,URL,HTML Folder
59,spotifypremium.net/it/,legitimate_resources/fully_downloaded_web_pages/59_spotifypremium/spotifypremium.net/it/index.html
61,chinmoy-kumar.github.io/Netflix-Landing-Page-Clone,legitimate_resources/fully_downloaded_web_pages/63_github/chinmoy-kumar.github.io/Netflix-Landing-Page-Clone/index.html
60,mr-zkpak47.github.io/Netflix_Front_Page,legitimate_resources/fully_downloaded_web_pages/62_github/mr-zkpak47.github.io/Netflix_Front_Page/index.html
60,xclaimz-id-danakagetxid7.x-id.my.id/,legitimate_resources/fully_downloaded_web_pages/61_x-id/xclaimz-id-danakagetxid7.x-id.my.id/index.html
61,tarlfbankbni.for-id.cfd/,legitimate_resources/fully_downloaded_web_pages/61_for-id/tarlfbankbni.for-id.cfd/index.html
63,iimtokem.com/,legitimate_resources/fully_downloaded_web_pages/63_iimtokem/iimtokem.com/index.html
64,aktivasi-giveaway-16juta.danaapp.cfd/,legitimate_resources/fully_downloaded_web_pages/64_danaapp/aktivasi-giveaway-16juta.danaapp.cfd/index.html
65,asbila.net/wp-content/plugins/backup-backup/includes/ionos/app/,legitimate_resources/fully_downloaded_web_pages/66_asbila/asbila.net/wp-content/plugins/backup-backup/includes/ionos/app/index.html
71,att-inc-107691.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/71_weeblysite/att-inc-107691.weeblysite.com/index.html
72,dfghjh-107819.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/72_weeblysite/dfghjh-107819.weeblysite.com/index.html
75,att-mail-service-107023.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/75_weeblysite/att-mail-service-107023.weeblysite.com/index.html
78,turkiyecumhuriyetiziraatbankasi.com/,legitimate_resources/fully_downloaded_web_pages/78_turkiyecumhuriyetiziraatbankasi/turkiyecumhuriyetiziraatbankasi.com/index.html
80,att-service-102455.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/80_weeblysite/att-service-102455.weeblysite.com/index.html
81,webddhuejmj-2024-mailer.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/81_weeblysite/webddhuejmj-2024-mailer.weeblysite.com/index.html
88,att-sign-in-102949.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/88_weeblysite/att-sign-in-102949.weeblysite.com/index.html
89,attcom-100797.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/89_weeblysite/attcom-100797.weeblysite.com/index.html
90,attcom-102882.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/90_weeblysite/attcom-102882.weeblysite.com/index.html
92,attcom-107357.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/92_weeblysite/attcom-107357.weeblysite.com/index.html
93,solve-case-community.vercel.app/,legitimate_resources/fully_downloaded_web_pages/93_vercel/solve-case-community.vercel.app/index.html
94,att-sign-in-101996.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/94_weeblysite/att-sign-in-101996.weeblysite.com/index.html
95,att-sign-in-104685.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/95_weeblysite/att-sign-in-104685.weeblysite.com/index.html
96,att-mailbox-accoun009.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/96_weeblysite/att-mailbox-accoun009.weeblysite.com/index.html
97,gtm.you1.cn/profiles/76561198858453145/inventory/,legitimate_resources/fully_downloaded_web_pages/97_you1/gtm.you1.cn/profiles/76561198858453145/inventory/index.html
98,good-home.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/98_weeblysite/good-home.weeblysite.com/index.html
100,attcom-109881.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/100_weeblysite/attcom-109881.weeblysite.com/index.html
103,att-sign-in-104556.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/103_weeblysite/att-sign-in-104556.weeblysite.com/index.html
107,att-sign-in-106910.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/107_weeblysite/att-sign-in-106910.weeblysite.com/index.html
109,att-sign-in-105184.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/109_weeblysite/att-sign-in-105184.weeblysite.com/index.html
111,wells-alert.apps-info.dns-dynamic.net/,legitimate_resources/fully_downloaded_web_pages/111_dns-dynamic/wells-alert.apps-info.dns-dynamic.net/index.html
112,wells-alert.apps-info-id3786.dns-dynamic.net/,legitimate_resources/fully_downloaded_web_pages/112_dns-dynamic/wells-alert.apps-info-id3786.dns-dynamic.net/index.html
113,wells-alert.apps-id53996772.dns-dynamic.net/,legitimate_resources/fully_downloaded_web_pages/113_dns-dynamic/wells-alert.apps-id53996772.dns-dynamic.net/index.html
114,wells-alert.apps-id95998951.dns-dynamic.net/,legitimate_resources/fully_downloaded_web_pages/114_dns-dynamic/wells-alert.apps-id95998951.dns-dynamic.net/index.html
115,wells-alert.apps-id90135487.dns-dynamic.net/,legitimate_resources/fully_downloaded_web_pages/115_dns-dynamic/wells-alert.apps-id90135487.dns-dynamic.net/index.html
125,kraken-us-login.mystrikingly.com/,legitimate_resources/fully_downloaded_web_pages/125_mystrikingly/kraken-us-login.mystrikingly.com/index.html
127,tron-metamaskchrome.webflow.io/,legitimate_resources/fully_downloaded_web_pages/127_webflow/tron-metamaskchrome.webflow.io/index.html
128,gemini-kloginnn.mystrikingly.com/,legitimate_resources/fully_downloaded_web_pages/128_mystrikingly/gemini-kloginnn.mystrikingly.com/index.html
129,coinbasewalletlogin1.mystrikingly.com/,legitimate_resources/fully_downloaded_web_pages/129_mystrikingly/coinbasewalletlogin1.mystrikingly.com/index.html
130,ggeminiloginn.mystrikingly.com/,legitimate_resources/fully_downloaded_web_pages/130_mystrikingly/ggeminiloginn.mystrikingly.com/index.html
131,upholdlogain.mystrikingly.com/,legitimate_resources/fully_downloaded_web_pages/131_mystrikingly/upholdlogain.mystrikingly.com/index.html
135,current-today-1-16-24.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/135_weeblysite/current-today-1-16-24.weeblysite.com/index.html
137,att-sign-in-107078.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/137_weeblysite/att-sign-in-107078.weeblysite.com/index.html
140,inc-106029.weeblysite.com/,legitimate_resources/fully_downloaded_web_pages/140_weeblysite/inc-106029.weeblysite.com/index.html
141,claim-danakaget-2juta.pages.dev/,legitimate_resources/fully_downloaded_web_pages/141_pages/claim-danakaget-2juta.pages.dev/index.html
148,zizongaf.varomoneyjs.top/,legitimate_resources/fully_downloaded_web_pages/148_varomoneyjs/zizongaf.varomoneyjs.top/index.html
149,yg.blinblin.filegear-sg.me/,legitimate_resources/fully_downloaded_web_pages/149_filegear-sg/yg.blinblin.filegear-sg.me/index.html
150,arabsasiastarzfvotes.pages.dev/,legitimate_resources/fully_downloaded_web_pages/150_pages/arabsasiastarzfvotes.pages.dev/index.html
152,pembatalan-pinjaman-dana-cicill.mesejgirlssekarang1.com/,legitimate_resources/fully_downloaded_web_pages/152_mesejgirlssekarang1/pembatalan-pinjaman-dana-cicill.mesejgirlssekarang1.com/index.html
158,atts-amazing-site.webflow.io/,legitimate_resources/fully_downloaded_web_pages/158_webflow/atts-amazing-site.webflow.io/index.html
159,klgh4ytfjh.pages.dev/,legitimate_resources/fully_downloaded_web_pages/159_pages/klgh4ytfjh.pages.dev/index.html
180,ledger-live-web.pages.dev/,legitimate_resources/fully_downloaded_web_pages/180_pages/ledger-live-web.pages.dev/index.html
193,currentlyattyaho85748.weebly.com/,legitimate_resources/fully_downloaded_web_pages/193_weebly/currentlyattyaho85748.weebly.com/index.html
242,wwwaddmin.webflow.io/,legitimate_resources/fully_downloaded_web_pages/242_webflow/wwwaddmin.webflow.io/index.html
261,trackyourpackageusps.blogspot.com/,legitimate_resources/fully_downloaded_web_pages/261_blogspot/trackyourpackageusps.blogspot.com/index.html
320,telegramxforsexx18.pages.dev/,legitimate_resources/fully_downloaded_web_pages/320_pages/telegramxforsexx18.pages.dev/index.html
335,att0nlin-1f6.kuydagerze.workers.dev/,legitimate_resources/fully_downloaded_web_pages/335_workers/att0nlin-1f6.kuydagerze.workers.dev/index.html
345,fc4584abb8578077be184f701003f40604e8d7f07768def0bed9ac3b42.pages.dev/,legitimate_resources/fully_downloaded_web_pages/345_pages/fc4584abb8578077be184f701003f40604e8d7f07768def0bed9ac3b42.pages.dev/index.html
348,sgn-in-0e94.aolrkko.workers.dev/,legitimate_resources/fully_downloaded_web_pages/348_workers/sgn-in-0e94.aolrkko.workers.dev/index.html
352,worker-rough-paper-7856.eveliaherschelman904.workers.dev/,legitimate_resources/fully_downloaded_web_pages/352_workers/worker-rough-paper-7856.eveliaherschelman904.workers.dev/index.html
354,dappswalletsync.pages.dev/,legitimate_resources/fully_downloaded_web_pages/354_pages/dappswalletsync.pages.dev/index.html
355,sanchitgangwar01.github.io/Netflix-CLone/,legitimate_resources/fully_downloaded_web_pages/355_github/sanchitgangwar01.github.io/Netflix-CLone/index.html
356,member-ourtime.valley-assign.workers.dev/,legitimate_resources/fully_downloaded_web_pages/356_workers/member-ourtime.valley-assign.workers.dev/index.html
360,3th-qc-e-i2-w4qj-i74-ol-td9wlkg-o.vercel.app/,legitimate_resources/fully_downloaded_web_pages/360_vercel/3th-qc-e-i2-w4qj-i74-ol-td9wlkg-o.vercel.app/index.html
373,worker-spring-voice-bc0c.eveliaherschelman904.workers.dev/,legitimate_resources/fully_downloaded_web_pages/373_workers/worker-spring-voice-bc0c.eveliaherschelman904.workers.dev/index.html
394,worker-tiny-heart-721f.belkys-sunshinelifehealth.workers.dev/,legitimate_resources/fully_downloaded_web_pages/394_workers/worker-tiny-heart-721f.belkys-sunshinelifehealth.workers.dev/index.html
418,openseapro-package.firebaseapp.com/,legitimate_resources/fully_downloaded_web_pages/419_firebaseapp/openseapro-package.firebaseapp.com/index.html
425,fragrant-star-3327.wihar57164.workers.dev/,legitimate_resources/fully_downloaded_web_pages/425_workers/fragrant-star-3327.wihar57164.workers.dev/index.html
426,myatt-pros-scene-e479.rospuvorte.workers.dev/,legitimate_resources/fully_downloaded_web_pages/426_workers/myatt-pros-scene-e479.rospuvorte.workers.dev/index.html
428,ad2856b9b0e7b744c59c43afe9662cee9ce9abdecb1bb7ab61ba226eb7.pages.dev/,legitimate_resources/fully_downloaded_web_pages/428_pages/ad2856b9b0e7b744c59c43afe9662cee9ce9abdecb1bb7ab61ba226eb7.pages.dev/index.html
